iso3,country,disaggregation,disagg.value,region,subregion,section,diarrhea_zinc_2005,diarrhea_zinc_2006,diarrhea_zinc_2007,diarrhea_zinc_2008,diarrhea_zinc_2009,diarrhea_zinc_2010,diarrhea_zinc_2011,diarrhea_zinc_2012,diarrhea_zinc_2013,diarrhea_zinc_2014,diarrhea_zinc_2015,diarrhea_zinc_2016,diarrhea_zinc_2017,diarrhea_zinc_2018,diarrhea_zinc_2019,diarrhea_zinc_2020,vit_a_2000,vit_a_2001,vit_a_2002,vit_a_2003,vit_a_2004,vit_a_2005,vit_a_2006,vit_a_2007,vit_a_2008,vit_a_2009,vit_a_2010,vit_a_2011,vit_a_2012,vit_a_2013,vit_a_2014,vit_a_2015,vit_a_2016,vit_a_2017,vit_a_2018,iron_supp_2004,iron_supp_2005,iron_supp_2006,iron_supp_2007,iron_supp_2008,iron_supp_2009,iron_supp_2010,iron_supp_2011,iron_supp_2012,iron_supp_2013,iron_supp_2014,iron_supp_2015,iron_supp_2016,iron_supp_2017,iron_supp_2018,iron_supp_2019,iron_tablets_2000,iron_tablets_2001,iron_tablets_2002,iron_tablets_2003,iron_tablets_2004,iron_tablets_2005,iron_tablets_2006,iron_tablets_2007,iron_tablets_2008,iron_tablets_2009,iron_tablets_2010,iron_tablets_2011,iron_tablets_2012,iron_tablets_2013,iron_tablets_2014,iron_tablets_2015,iron_tablets_2016,iron_tablets_2017,iron_tablets_2018,iron_tablets_2019,iodised_salt_2000,iodised_salt_2001,iodised_salt_2002,iodised_salt_2003,iodised_salt_2004,iodised_salt_2005,iodised_salt_2006,iodised_salt_2007,iodised_salt_2008,iodised_salt_2009,iodised_salt_2010,iodised_salt_2011,iodised_salt_2012,iodised_salt_2013,iodised_salt_2014,iodised_salt_2015,iodised_salt_2016,iodised_salt_2017,iodised_salt_2018
SOM,Somalia,wealth,Second highest,Africa,Eastern Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.92,,,,,,,,,,,,
SOM,Somalia,wealth,Second lowest,Africa,Eastern Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.61,,,,,,,,,,,,
SSD,South Sudan,education,None,Africa,Eastern Africa,,,,,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSD,South Sudan,education,Primary,Africa,Eastern Africa,,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSD,South Sudan,education,Secondary or higher,Africa,Eastern Africa,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSD,South Sudan,location,Rural,Africa,Eastern Africa,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.12,,,,,,,,
SSD,South Sudan,location,Urban,Africa,Eastern Africa,,,,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.67,,,,,,,,
SSD,South Sudan,sex,Female,Africa,Eastern Africa,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.23,,,,,,,,
SSD,South Sudan,sex,Male,Africa,Eastern Africa,,,,,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.03,,,,,,,,
SSD,South Sudan,total,Total,Africa,Eastern Africa,,,,,,,3.1,,,,,,,,,,,-,-,-,-,-,7,40,65,-,41,0,-,70,0,18,-,67,51,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.02,,,,,,,,
SSD,South Sudan,wealth,Highest,Africa,Eastern Africa,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.44,,,,,,,,
SSD,South Sudan,wealth,Lowest,Africa,Eastern Africa,,,,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.75,,,,,,,,
SSD,South Sudan,wealth,Middle,Africa,Eastern Africa,,,,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.03,,,,,,,,
SSD,South Sudan,wealth,Second highest,Africa,Eastern Africa,,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.51,,,,,,,,
SSD,South Sudan,wealth,Second lowest,Africa,Eastern Africa,,,,,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.62,,,,,,,,
STP,Sao Tome and Principe,education,Higher,Africa,Middle Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP,Sao Tome and Principe,education,None,Africa,Middle Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,91.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP,Sao Tome and Principe,education,Primary,Africa,Middle Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2,,,,,,,,,,,,,,,,,,,,92.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP,Sao Tome and Principe,education,Secondary,Africa,Middle Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2,,,,,,,,,,,,,,,,,,,,86.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP,Sao Tome and Principe,location,Rural,Africa,Middle Africa,,,,,,,,,,,,,,,,32.8,,,,,,,,,,,,,,,,,,,,,,,,,12.1,,,,,,,,,,,,,,,,,,,,92.6,,,,,,,,,,,,80.3,,,,,,,,75.25,,,,,,89.63,,,,
STP,Sao Tome and Principe,location,Urban,Africa,Middle Africa,,,,,,,,,,,,,,,,37.6,,,,,,,,,,,,,,,,,,,,,,,,,20.5,,,,,,,,,,,,,,,,,,,,88.8,,,,,,,,,,,,83.33,,,,,,,,67.12,,,,,,91.32,,,,
STP,Sao Tome and Principe,mothers_age,20-34,Africa,Middle Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP,Sao Tome and Principe,mothers_age,35-49,Africa,Middle Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP,Sao Tome and Principe,mothers_age,Under 20,Africa,Middle Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP,Sao Tome and Principe,sex,Female,Africa,Middle Africa,,,,,,,,,,,,,,,,31.8,,,,,,,,,,,,,,,,,,,,,,,,,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.95,,,,,,,,73.85,,,,,,92.01,,,,
STP,Sao Tome and Principe,sex,Male,Africa,Middle Africa,,,,,,,,,,,,,,,,40.1,,,,,,,,,,,,,,,,,,,,,,,,,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.57,,,,,,,,69.62,,,,,,90.1,,,,
STP,Sao Tome and Principe,total,Total,Africa,Middle Africa,,,,,,,,,,,,,,,,36.1,,-,-,-,0,76,28,56,48,19,35,35,36,34,56,-,42,34,23,32,,,,,16.2,,,,,,,,,,,,,,,,,,,,90.7,,,,,,,,,,,,81.71,,,,,,,,71.27,,,,,,90.77,,,,
STP,Sao Tome and Principe,wealth,Highest,Africa,Middle Africa,,,,,,,,,,,,,,,,27.3,,,,,,,,,,,,,,,,,,,,,,,,,21.2,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,86.62,,,,,,,,82.5,,,,,,96.19,,,,
STP,Sao Tome and Principe,wealth,Lowest,Africa,Middle Africa,,,,,,,,,,,,,,,,32.8,,,,,,,,,,,,,,,,,,,,,,,,,14.8,,,,,,,,,,,,,,,,,,,,89.4,,,,,,,,,,,,81.01,,,,,,,,58.74,,,,,,83.25,,,,
STP,Sao Tome and Principe,wealth,Middle,Africa,Middle Africa,,,,,,,,,,,,,,,,37.7,,,,,,,,,,,,,,,,,,,,,,,,,13.4,,,,,,,,,,,,,,,,,,,,93.8,,,,,,,,,,,,80.74,,,,,,,,74.04,,,,,,90.35,,,,
STP,Sao Tome and Principe,wealth,Second highest,Africa,Middle Africa,,,,,,,,,,,,,,,,45.8,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,87.9,,,,,,,,,,,,82.8,,,,,,,,77.43,,,,,,94.29,,,,
STP,Sao Tome and Principe,wealth,Second lowest,Africa,Middle Africa,,,,,,,,,,,,,,,,38.1,,,,,,,,,,,,,,,,,,,,,,,,,16.5,,,,,,,,,,,,,,,,,,,,92.2,,,,,,,,,,,,77.17,,,,,,,,69.25,,,,,,91.15,,,,
SWZ,Eswatini,education,Higher,Africa,Southern Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,,,,,,,,,,,,,,,,,,,,89.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWZ,Eswatini,education,None,Africa,Southern Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,,,,,,,,,,,,,,,,,,,,80.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWZ,Eswatini,education,Primary,Africa,Southern Africa,,,,,,,,,,,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,,,,,,,,,,,,,,,,,,,,84.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWZ,Eswatini,education,Secondary,Africa,Southern Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,86.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWZ,Eswatini,education,Secondary or higher,Africa,Southern Africa,,,,,,,,,,,40.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWZ,Eswatini,location,Rural,Africa,Southern Africa,,,,,,,,,,,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,,,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,83.56,,,,,,93.2,,,,84.41,,,,88.97,,,,
SWZ,Eswatini,location,Urban,Africa,Southern Africa,,,,,,,,,,,48.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,,,,,,,,,,,,,,,,,,,,84.3,,,,,,,,,,,,,,87.87,,,,,,93.24,,,,87.14,,,,92.71,,,,
SWZ,Eswatini,mothers_age,20-34,Africa,Southern Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWZ,Eswatini,mothers_age,35-49,Africa,Southern Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWZ,Eswatini,mothers_age,Under 20,Africa,Southern Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWZ,Eswatini,sex,Female,Africa,Southern Africa,,,,,,,,,,,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.55,,,,,,93.79,,,,85.64,,,,90.68,,,,
SWZ,Eswatini,sex,Male,Africa,Southern Africa,,,,,,,,,,,43.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.82,,,,,,92.67,,,,85.11,,,,90.09,,,,
SWZ,Eswatini,total,Total,Africa,Southern Africa,,,,,,,,,,,45.2,,,,,,,-,0,0,0,-,40,18,26,39,30,36,34,33,31,43,-,39,33,30,,,2,,,,,,,,,,,,,,,,,,,,85.6,,,,,,,,,,,,,,85.06,,,,,,93.21,,,,85.36,,,,90.36,,,,
SWZ,Eswatini,wealth,Highest,Africa,Southern Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,85.8,,,,,,,,,,,,,,86.53,,,,,,95.2,,,,90.93,,,,95.52,,,,
SWZ,Eswatini,wealth,Lowest,Africa,Southern Africa,,,,,,,,,,,49.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,83.6,,,,,,,,,,,,,,80.39,,,,,,90.43,,,,76.78,,,,84.72,,,,
SWZ,Eswatini,wealth,Middle,Africa,Southern Africa,,,,,,,,,,,55.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,86.9,,,,,,,,,,,,,,88.06,,,,,,93.53,,,,85.67,,,,87.72,,,,
SWZ,Eswatini,wealth,Second highest,Africa,Southern Africa,,,,,,,,,,,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,,,,,,,,,,,,,,,,,,,,89,,,,,,,,,,,,,,86.71,,,,,,93.32,,,,85.81,,,,91.62,,,,
SWZ,Eswatini,wealth,Second lowest,Africa,Southern Africa,,,,,,,,,,,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,,,,,,,,,,,,,,,,,,,,82.7,,,,,,,,,,,,,,83.66,,,,,,92.36,,,,84.46,,,,88.71,,,,
SYR,Syrian Arab Republic,location,Rural,Asia,Western Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.69,,,,,,,,,
SYR,Syrian Arab Republic,location,Urban,Asia,Western Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.21,,,,,,,,,
SYR,Syrian Arab Republic,sex,Female,Asia,Western Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.86,,,,,,,,,
SYR,Syrian Arab Republic,sex,Male,Asia,Western Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.65,,,,,,,,,
SYR,Syrian Arab Republic,total,Total,Asia,Western Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.37,,,,,,,,,
SYR,Syrian Arab Republic,wealth,Highest,Asia,Western Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.74,,,,,,,,,
SYR,Syrian Arab Republic,wealth,Lowest,Asia,Western Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.54,,,,,,,,,
SYR,Syrian Arab Republic,wealth,Middle,Asia,Western Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.84,,,,,,,,,
SYR,Syrian Arab Republic,wealth,Second highest,Asia,Western Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.18,,,,,,,,,
SYR,Syrian Arab Republic,wealth,Second lowest,Asia,Western Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.35,,,,,,,,,
TCD,Chad,education,Higher,Africa,Middle Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7,,,,,,,,,,,,,,,,,,,,97.5,,,,,,,,,,,,,,,,,,,,,,,,
TCD,Chad,education,None,Africa,Middle Africa,,,,,,,0.2,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1,,,,,,,,,,22.2,,,,,,,,,,43.9,,,,,,,,,,,,,,,,,,,,,,,,
TCD,Chad,education,Primary,Africa,Middle Africa,,,,,,,0.2,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.6,,,,,,,,,,44.7,,,,,,,,,,72.7,,,,,,,,,,,,,,,,,,,,,,,,
TCD,Chad,education,Secondary,Africa,Middle Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.6,,,,,,,,,,73.5,,,,,,,,,,83.5,,,,,,,,,,,,,,,,,,,,,,,,
TCD,Chad,education,Secondary or higher,Africa,Middle Africa,,,,,,,0.8,,,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCD,Chad,location,Rural,Africa,Middle Africa,,,,,,,0.5,,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5,,,,,,,,,,21.8,,,,,,,,,,49.7,,,,,,62.17,,,,64.94,,,,,,71.57,,,,,75.12,,,
TCD,Chad,location,Urban,Africa,Middle Africa,,,,,,,0.2,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9,,,,,,,,,,58.6,,,,,,,,,,77.2,,,,,,72.17,,,,70.79,,,,,,80.22,,,,,81.53,,,
TCD,Chad,mothers_age,20-34,Africa,Middle Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.2,,,,,,,,,,55.1,,,,,,,,,,,,,,,,,,,,,,,,
TCD,Chad,mothers_age,35-49,Africa,Middle Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.4,,,,,,,,,,52.8,,,,,,,,,,,,,,,,,,,,,,,,
TCD,Chad,mothers_age,Under 20,Africa,Middle Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,57.3,,,,,,,,,,,,,,,,,,,,,,,,
TCD,Chad,sex,Female,Africa,Middle Africa,,,,,,,0.3,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,53.4,,,,58.46,,,,,,69.45,,,,,73.82,,,
TCD,Chad,sex,Male,Africa,Middle Africa,,,,,,,0.2,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,67.51,,,,67.98,,,,,,74.45,,,,,77.29,,,
TCD,Chad,total,Total,Africa,Middle Africa,,,,,,,0.2,,,,,1.3,,,,,,87,88,-,0,79,93,58,50,0,61,-,-,-,91,96,85,0,67,70,,,,,,,,,,,15.7,,,,,,,,,,28.7,,,,,,,,,,55.2,,,,,,64.61,,,,66.11,,,,,,73.6,,,,,76.52,,,
TCD,Chad,wealth,Highest,Africa,Middle Africa,,,,,,,0.4,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.7,,,,,,,,,,57.7,,,,,,,,,,78.6,,,,,,72.34,,,,76.64,,,,,,83.39,,,,,83.15,,,
TCD,Chad,wealth,Lowest,Africa,Middle Africa,,,,,,,0,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.7,,,,,,,,,,7.6,,,,,,,,,,49.1,,,,,,60.58,,,,37.16,,,,,,62.89,,,,,69.23,,,
TCD,Chad,wealth,Middle,Africa,Middle Africa,,,,,,,0.3,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6,,,,,,,,,,27.5,,,,,,,,,,50.9,,,,,,59.76,,,,76.5,,,,,,73.51,,,,,77.82,,,
TCD,Chad,wealth,Second highest,Africa,Middle Africa,,,,,,,0.2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.9,,,,,,,,,,36.4,,,,,,,,,,50.4,,,,,,70.95,,,,80.95,,,,,,80.35,,,,,82.73,,,
TCD,Chad,wealth,Second lowest,Africa,Middle Africa,,,,,,,0.4,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.7,,,,,,,,,,16.2,,,,,,,,,,50.2,,,,,,58.65,,,,66.52,,,,,,70.26,,,,,73.02,,,
TGO,Togo,education,Higher,Africa,Western Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,99.1,,,,,,,,,,,,,,,,,,,,,,,,,
TGO,Togo,education,None,Africa,Western Africa,,,,,,,2.2,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.8,,,,,,,,,,,,,,,,,,,,78.5,,,,,,,,,,,,,,,,,,,,,,,,,
TGO,Togo,education,Primary,Africa,Western Africa,,,,,,,0.3,,,,,,,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.9,,,,,,,,,,,,,,,,,,,,87.3,,,,,,,,,,,,,,,,,,,,,,,,,
TGO,Togo,education,Secondary,Africa,Western Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7,,,,,,,,,,,,,,,,,,,,93.9,,,,,,,,,,,,,,,,,,,,,,,,,
TGO,Togo,education,Secondary or higher,Africa,Western Africa,,,,,,,2.5,,,,,,,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TGO,Togo,location,Rural,Africa,Western Africa,,,,,,,5,,,,,,,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5,,,,,,,,,,,,,,,,,,,,81.6,,,,,,,,,,,,,71.27,,,,79.69,,,,77.83,,,,
TGO,Togo,location,Urban,Africa,Western Africa,,,,,,,0.4,,,,0.1,,,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.8,,,,,,,,,,,,,,,,,,,,92.1,,,,,,,,,,,,,79.69,,,,83.76,,,,76.07,,,,
TGO,Togo,mothers_age,20-34,Africa,Western Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,
TGO,Togo,mothers_age,35-49,Africa,Western Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.1,,,,,,,,,,,,,,,,,,,,,,,,,
TGO,Togo,mothers_age,Under 20,Africa,Western Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,
TGO,Togo,sex,Female,Africa,Western Africa,,,,,,,2,,,,0.1,,,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.18,,,,82.24,,,,77.17,,,,
TGO,Togo,sex,Male,Africa,Western Africa,,,,,,,1.2,,,,0.1,,,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.91,,,,81.13,,,,77.01,,,,
TGO,Togo,total,Total,Africa,Western Africa,,,,,,,1.5,,,,0.1,,,10.4,,,,0,7,18,53,94,92,15,64,64,99,99,22,64,61,-,6,9,87,89,,,,,,,,,,25.6,,,,,,,,,,,,,,,,,,,,85.6,,,,,,,,,,,,,74.72,,,,81.39,,,,77.05,,,,
TGO,Togo,wealth,Highest,Africa,Western Africa,,,,,,,2.2,,,,,,,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.4,,,,,,,,,,,,,,,,,,,,94.7,,,,,,,,,,,,,80.43,,,,86.36,,,,76.05,,,,
TGO,Togo,wealth,Lowest,Africa,Western Africa,,,,,,,0.2,,,,0.2,,,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.6,,,,,,,,,,,,,,,,,,,,80.5,,,,,,,,,,,,,66.54,,,,76.67,,,,80.9,,,,
TGO,Togo,wealth,Middle,Africa,Western Africa,,,,,,,1.4,,,,,,,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.7,,,,,,,,,,,,,,,,,,,,83.3,,,,,,,,,,,,,74.14,,,,82.56,,,,74.66,,,,
TGO,Togo,wealth,Second highest,Africa,Western Africa,,,,,,,6.2,,,,,,,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.8,,,,,,,,,,,,,,,,,,,,90.8,,,,,,,,,,,,,75.85,,,,80.7,,,,76.23,,,,
TGO,Togo,wealth,Second lowest,Africa,Western Africa,,,,,,,,,,,0.2,,,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.4,,,,,,,,,,,,,,,,,,,,78.3,,,,,,,,,,,,,72.87,,,,80.01,,,,79.91,,,,
THA,Thailand,location,Rural,Asia,South-eastern Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.92,,,,,,,,,,86.05,,
THA,Thailand,location,Urban,Asia,South-eastern Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.34,,,,,,,,,,83.09,,
