iso3,country,disaggregation,disagg.value,region,subregion,section,adolescent_obesity_2000,adolescent_obesity_2001,adolescent_obesity_2002,adolescent_obesity_2003,adolescent_obesity_2004,adolescent_obesity_2005,adolescent_obesity_2006,adolescent_obesity_2007,adolescent_obesity_2008,adolescent_obesity_2009,adolescent_obesity_2010,adolescent_obesity_2011,adolescent_obesity_2012,adolescent_obesity_2013,adolescent_obesity_2014,adolescent_obesity_2015,adolescent_obesity_2016,adolescent_obesity_2019,adolescent_overweight_2000,adolescent_overweight_2001,adolescent_overweight_2002,adolescent_overweight_2003,adolescent_overweight_2004,adolescent_overweight_2005,adolescent_overweight_2006,adolescent_overweight_2007,adolescent_overweight_2008,adolescent_overweight_2009,adolescent_overweight_2010,adolescent_overweight_2011,adolescent_overweight_2012,adolescent_overweight_2013,adolescent_overweight_2014,adolescent_overweight_2015,adolescent_overweight_2016,adolescent_overweight_2019,adolescent_thinness_2000,adolescent_thinness_2001,adolescent_thinness_2002,adolescent_thinness_2003,adolescent_thinness_2004,adolescent_thinness_2005,adolescent_thinness_2006,adolescent_thinness_2007,adolescent_thinness_2008,adolescent_thinness_2009,adolescent_thinness_2010,adolescent_thinness_2011,adolescent_thinness_2012,adolescent_thinness_2013,adolescent_thinness_2014,adolescent_thinness_2015,adolescent_thinness_2016,adolescent_thinness_2019
PSE,State of Palestine,sex,Girls Projection,Asia,Western Asia,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,13.77,,,,,,,,,,,,,,,,,31.53,32.91,,,,,,,,,,,,,,,,,3.43,3.74
QAT,Qatar,sex,Boys,Asia,Western Asia,Child and adolescent (aged 5-19) nutrition status,14.95,15.43,15.91,16.39,16.87,17.35,17.81,18.28,18.74,19.19,19.64,20.07,20.49,20.91,21.32,21.73,22.14,,32.06,32.73,33.39,34.05,34.69,35.32,35.94,36.55,37.15,37.74,38.31,38.87,39.41,39.94,40.47,40.99,41.5,,5.68,5.62,5.56,5.5,5.46,5.42,5.38,5.36,5.33,5.31,5.29,5.28,5.27,5.26,5.26,5.27,5.29,
QAT,Qatar,sex,Boys Projection,Asia,Western Asia,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,23.51,,,,,,,,,,,,,,,,,41.5,43.23,,,,,,,,,,,,,,,,,5.29,5.32
QAT,Qatar,sex,Girls,Asia,Western Asia,Child and adolescent (aged 5-19) nutrition status,11.9,12.18,12.45,12.73,12.99,13.26,13.52,13.78,14.04,14.29,14.53,14.78,15.02,15.25,15.48,15.72,15.96,,31.25,31.6,31.93,32.24,32.52,32.8,33.06,33.3,33.54,33.77,33.98,34.18,34.38,34.56,34.74,34.93,35.11,,3.63,3.63,3.64,3.66,3.68,3.72,3.76,3.82,3.88,3.96,4.04,4.12,4.22,4.32,4.43,4.55,4.68,
QAT,Qatar,sex,Girls Projection,Asia,Western Asia,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,16.78,,,,,,,,,,,,,,,,,35.11,35.82,,,,,,,,,,,,,,,,,4.68,5.07
ROU,Romania,sex,Boys,Europe,Eastern Europe,Child and adolescent (aged 5-19) nutrition status,3.73,3.98,4.25,4.54,4.85,5.19,5.54,5.93,6.34,6.79,7.25,7.75,8.28,8.84,9.43,10.04,10.69,,15.4,15.99,16.6,17.25,17.94,18.67,19.44,20.25,21.1,21.99,22.91,23.87,24.87,25.9,26.96,28.05,29.16,,4.35,4.27,4.19,4.09,3.99,3.87,3.75,3.63,3.49,3.35,3.21,3.06,2.93,2.79,2.66,2.54,2.43,
ROU,Romania,sex,Boys Projection,Europe,Eastern Europe,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,12.68,,,,,,,,,,,,,,,,,29.16,32.49,,,,,,,,,,,,,,,,,2.43,2.16
ROU,Romania,sex,Girls,Europe,Eastern Europe,Child and adolescent (aged 5-19) nutrition status,2.04,2.17,2.3,2.45,2.61,2.78,2.96,3.15,3.35,3.56,3.79,4.02,4.28,4.54,4.82,5.12,5.44,,11.49,11.86,12.26,12.68,13.11,13.56,14.04,14.53,15.04,15.56,16.1,16.66,17.23,17.82,18.43,19.06,19.7,,3.86,3.8,3.73,3.67,3.6,3.53,3.45,3.38,3.3,3.23,3.15,3.08,3.01,2.94,2.87,2.81,2.76,
ROU,Romania,sex,Girls Projection,Europe,Eastern Europe,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,6.47,,,,,,,,,,,,,,,,,19.7,21.74,,,,,,,,,,,,,,,,,2.76,2.62
RUS,Russian Federation,sex,Boys,Europe,Eastern Europe,Child and adolescent (aged 5-19) nutrition status,4.52,4.71,4.92,5.14,5.37,5.62,5.87,6.15,6.43,6.72,7.03,7.35,7.69,8.03,8.39,8.76,9.15,,15.88,16.22,16.59,16.98,17.39,17.83,18.28,18.76,19.26,19.78,20.31,20.86,21.42,22,22.6,23.21,23.84,,3.2,3.16,3.12,3.08,3.03,2.98,2.94,2.89,2.84,2.8,2.75,2.71,2.67,2.64,2.61,2.58,2.56,
RUS,Russian Federation,sex,Boys Projection,Europe,Eastern Europe,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,10.34,,,,,,,,,,,,,,,,,23.84,25.72,,,,,,,,,,,,,,,,,2.56,2.52
RUS,Russian Federation,sex,Girls,Europe,Eastern Europe,Child and adolescent (aged 5-19) nutrition status,2.64,2.7,2.76,2.83,2.91,2.99,3.07,3.16,3.26,3.36,3.47,3.59,3.71,3.84,3.98,4.13,4.28,,12.86,13.07,13.29,13.53,13.79,14.07,14.35,14.65,14.96,15.28,15.61,15.95,16.3,16.67,17.04,17.43,17.83,,2.81,2.72,2.64,2.56,2.48,2.41,2.35,2.29,2.24,2.19,2.15,2.11,2.07,2.04,2.01,1.99,1.97,
RUS,Russian Federation,sex,Girls Projection,Europe,Eastern Europe,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,4.76,,,,,,,,,,,,,,,,,17.83,19.03,,,,,,,,,,,,,,,,,1.97,1.92
RWA,Rwanda,sex,Boys,Africa,Eastern Africa,Child and adolescent (aged 5-19) nutrition status,0.07,0.09,0.1,0.12,0.13,0.15,0.17,0.2,0.22,0.25,0.28,0.32,0.36,0.4,0.45,0.51,0.57,,1.73,1.89,2.05,2.23,2.41,2.6,2.79,2.99,3.2,3.41,3.64,3.87,4.12,4.37,4.65,4.93,5.23,,11.7,11.49,11.28,11.08,10.88,10.68,10.49,10.3,10.11,9.92,9.74,9.56,9.39,9.22,9.05,8.9,8.75,
RWA,Rwanda,sex,Boys Projection,Africa,Eastern Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,0.83,,,,,,,,,,,,,,,,,5.23,6.38,,,,,,,,,,,,,,,,,8.75,8.34
RWA,Rwanda,sex,Girls,Africa,Eastern Africa,Child and adolescent (aged 5-19) nutrition status,0.51,0.58,0.66,0.75,0.85,0.96,1.07,1.2,1.33,1.47,1.62,1.78,1.95,2.13,2.32,2.52,2.74,,7.25,7.76,8.28,8.82,9.38,9.94,10.52,11.11,11.71,12.33,12.95,13.59,14.24,14.9,15.57,16.25,16.94,,3.99,3.89,3.79,3.7,3.61,3.52,3.43,3.35,3.27,3.19,3.12,3.05,2.98,2.92,2.86,2.8,2.75,
RWA,Rwanda,sex,Girls Projection,Africa,Eastern Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,3.59,,,,,,,,,,,,,,,,,16.94,19.41,,,,,,,,,,,,,,,,,2.75,2.61
SAU,Saudi Arabia,sex,Boys,Asia,Western Asia,Child and adolescent (aged 5-19) nutrition status,10.72,11.23,11.75,12.28,12.83,13.38,13.93,14.5,15.07,15.65,16.23,16.8,17.38,17.95,18.52,19.1,19.69,,24.73,25.53,26.34,27.16,28,28.84,29.68,30.53,31.38,32.24,33.09,33.94,34.78,35.62,36.46,37.29,38.13,,9.61,9.52,9.43,9.36,9.28,9.22,9.16,9.1,9.05,9,8.94,8.89,8.83,8.78,8.74,8.69,8.66,
SAU,Saudi Arabia,sex,Boys Projection,Asia,Western Asia,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,21.54,,,,,,,,,,,,,,,,,38.13,40.76,,,,,,,,,,,,,,,,,8.66,8.55
SAU,Saudi Arabia,sex,Girls,Asia,Western Asia,Child and adolescent (aged 5-19) nutrition status,8.54,8.87,9.2,9.54,9.87,10.22,10.56,10.91,11.26,11.62,11.97,12.33,12.68,13.04,13.41,13.78,14.15,,25.19,25.67,26.15,26.61,27.07,27.51,27.95,28.38,28.8,29.22,29.63,30.04,30.44,30.84,31.25,31.65,32.06,,5.07,5.06,5.06,5.08,5.1,5.14,5.19,5.25,5.33,5.42,5.51,5.61,5.72,5.84,5.96,6.09,6.22,
SAU,Saudi Arabia,sex,Girls Projection,Asia,Western Asia,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,15.38,,,,,,,,,,,,,,,,,32.06,33.42,,,,,,,,,,,,,,,,,6.22,6.64
SDN,Sudan,sex,Boys,Africa,Northern Africa,Child and adolescent (aged 5-19) nutrition status,0.48,0.53,0.59,0.65,0.71,0.78,0.85,0.93,1.02,1.11,1.21,1.32,1.43,1.56,1.7,1.86,2.03,,3.39,3.6,3.81,4.03,4.26,4.5,4.74,5,5.26,5.54,5.83,6.14,6.46,6.81,7.18,7.57,7.98,,10.97,10.82,10.68,10.54,10.41,10.27,10.14,10.01,9.89,9.76,9.64,9.51,9.39,9.27,9.15,9.05,8.94,
SDN,Sudan,sex,Boys Projection,Africa,Northern Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,2.63,,,,,,,,,,,,,,,,,7.98,9.38,,,,,,,,,,,,,,,,,8.94,8.67
SDN,Sudan,sex,Girls,Africa,Northern Africa,Child and adolescent (aged 5-19) nutrition status,1.13,1.23,1.34,1.45,1.56,1.69,1.82,1.95,2.1,2.25,2.41,2.58,2.76,2.95,3.16,3.38,3.61,,8.96,9.38,9.79,10.22,10.65,11.09,11.53,11.99,12.45,12.93,13.42,13.93,14.45,14.99,15.55,16.13,16.72,,5.11,5.05,4.99,4.92,4.87,4.81,4.76,4.7,4.65,4.6,4.56,4.52,4.47,4.44,4.4,4.37,4.34,
SDN,Sudan,sex,Girls Projection,Africa,Northern Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,4.4,,,,,,,,,,,,,,,,,16.72,18.61,,,,,,,,,,,,,,,,,4.34,4.28
SEN,Senegal,sex,Boys,Africa,Western Africa,Child and adolescent (aged 5-19) nutrition status,0.25,0.28,0.3,0.33,0.35,0.39,0.42,0.45,0.49,0.54,0.58,0.63,0.69,0.75,0.82,0.9,0.99,,2.43,2.56,2.71,2.86,3.02,3.18,3.35,3.54,3.72,3.92,4.13,4.35,4.59,4.83,5.1,5.39,5.69,,16.28,16.07,15.85,15.63,15.4,15.17,14.92,14.67,14.41,14.15,13.88,13.62,13.36,13.1,12.85,12.61,12.38,
SEN,Senegal,sex,Boys Projection,Africa,Western Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,1.31,,,,,,,,,,,,,,,,,5.69,6.72,,,,,,,,,,,,,,,,,12.38,11.75
SEN,Senegal,sex,Girls,Africa,Western Africa,Child and adolescent (aged 5-19) nutrition status,0.96,1.03,1.1,1.18,1.26,1.34,1.43,1.52,1.61,1.7,1.8,1.91,2.02,2.14,2.26,2.39,2.54,,7.59,7.89,8.2,8.52,8.84,9.17,9.51,9.85,10.2,10.56,10.93,11.3,11.69,12.08,12.49,12.92,13.35,,8.43,8.3,8.16,8.02,7.88,7.74,7.59,7.45,7.31,7.17,7.03,6.9,6.77,6.64,6.53,6.41,6.31,
SEN,Senegal,sex,Girls Projection,Africa,Western Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,3.03,,,,,,,,,,,,,,,,,13.35,14.78,,,,,,,,,,,,,,,,,6.31,6.04
SGP,Singapore,sex,Boys,Asia,South-eastern Asia,Child and adolescent (aged 5-19) nutrition status,8.47,8.54,8.6,8.67,8.72,8.78,8.84,8.89,8.95,9.01,9.08,9.14,9.21,9.29,9.38,9.47,9.57,,25.5,25.61,25.73,25.84,25.94,26.05,26.15,26.25,26.36,26.46,26.57,26.69,26.81,26.94,27.07,27.22,27.37,,2.05,2.05,2.05,2.05,2.05,2.06,2.06,2.06,2.07,2.08,2.09,2.11,2.12,2.14,2.16,2.19,2.22,
SGP,Singapore,sex,Boys Projection,Asia,South-eastern Asia,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,9.86,,,,,,,,,,,,,,,,,27.37,27.83,,,,,,,,,,,,,,,,,2.22,2.31
SGP,Singapore,sex,Girls,Asia,South-eastern Asia,Child and adolescent (aged 5-19) nutrition status,3.95,3.97,4,4.02,4.04,4.07,4.09,4.12,4.14,4.17,4.2,4.24,4.28,4.32,4.36,4.41,4.47,,17.56,17.58,17.6,17.62,17.64,17.66,17.68,17.71,17.73,17.76,17.79,17.82,17.86,17.91,17.96,18.02,18.08,,1.99,2,2,2.01,2.02,2.04,2.05,2.07,2.09,2.11,2.14,2.16,2.19,2.23,2.26,2.3,2.34,
SGP,Singapore,sex,Girls Projection,Asia,South-eastern Asia,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,4.65,,,,,,,,,,,,,,,,,18.08,18.28,,,,,,,,,,,,,,,,,2.34,2.49
SLB,Solomon Islands,sex,Boys,Oceania,Melanesia,Child and adolescent (aged 5-19) nutrition status,0.88,0.96,1.04,1.14,1.24,1.35,1.48,1.61,1.76,1.93,2.11,2.31,2.54,2.79,3.06,3.36,3.68,,8.08,8.48,8.89,9.32,9.75,10.2,10.66,11.14,11.64,12.17,12.71,13.29,13.9,14.55,15.22,15.93,16.66,,1.97,1.92,1.88,1.83,1.79,1.75,1.72,1.69,1.65,1.63,1.6,1.58,1.56,1.55,1.54,1.53,1.53,
SLB,Solomon Islands,sex,Boys Projection,Oceania,Melanesia,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,4.8,,,,,,,,,,,,,,,,,16.66,19.07,,,,,,,,,,,,,,,,,1.53,1.53
SLB,Solomon Islands,sex,Girls,Oceania,Melanesia,Child and adolescent (aged 5-19) nutrition status,1.44,1.57,1.7,1.85,2,2.17,2.34,2.53,2.73,2.94,3.17,3.42,3.69,3.97,4.28,4.61,4.96,,19.41,20.04,20.67,21.31,21.95,22.58,23.22,23.85,24.49,25.13,25.78,26.44,27.13,27.83,28.54,29.26,29.99,,0.89,0.87,0.85,0.83,0.81,0.79,0.77,0.76,0.74,0.73,0.72,0.71,0.71,0.71,0.7,0.71,0.71,
SLB,Solomon Islands,sex,Girls Projection,Oceania,Melanesia,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,6.14,,,,,,,,,,,,,,,,,29.99,32.32,,,,,,,,,,,,,,,,,0.71,0.72
SLE,Sierra Leone,sex,Boys,Africa,Western Africa,Child and adolescent (aged 5-19) nutrition status,0.26,0.29,0.31,0.34,0.38,0.41,0.45,0.49,0.54,0.59,0.64,0.7,0.76,0.83,0.91,1,1.1,,2.45,2.61,2.78,2.96,3.14,3.34,3.55,3.76,3.99,4.23,4.48,4.74,5.01,5.31,5.62,5.95,6.3,,13.95,13.72,13.47,13.22,12.96,12.69,12.42,12.13,11.85,11.56,11.27,10.99,10.71,10.43,10.17,9.92,9.68,
SLE,Sierra Leone,sex,Boys Projection,Africa,Western Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,1.45,,,,,,,,,,,,,,,,,6.3,7.52,,,,,,,,,,,,,,,,,9.68,9.02
SLE,Sierra Leone,sex,Girls,Africa,Western Africa,Child and adolescent (aged 5-19) nutrition status,1.34,1.45,1.57,1.69,1.82,1.96,2.1,2.24,2.4,2.55,2.71,2.88,3.06,3.25,3.44,3.65,3.87,,8.09,8.46,8.84,9.24,9.64,10.05,10.47,10.9,11.33,11.77,12.22,12.67,13.14,13.61,14.11,14.61,15.14,,7.04,6.9,6.75,6.6,6.45,6.3,6.15,6,5.85,5.71,5.57,5.44,5.31,5.18,5.06,4.95,4.85,
SLE,Sierra Leone,sex,Girls Projection,Africa,Western Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,4.64,,,,,,,,,,,,,,,,,15.14,16.87,,,,,,,,,,,,,,,,,4.85,4.57
SLV,El Salvador,sex,Boys,Latin America and the Caribbean,Central America,Child and adolescent (aged 5-19) nutrition status,4.92,5.27,5.61,5.97,6.32,6.68,7.05,7.42,7.8,8.19,8.59,8.99,9.41,9.83,10.26,10.71,11.16,,16.62,17.38,18.11,18.84,19.55,20.26,20.96,21.66,22.35,23.05,23.75,24.46,25.16,25.86,26.57,27.28,28,,2.8,2.72,2.66,2.59,2.53,2.47,2.41,2.36,2.31,2.26,2.22,2.18,2.14,2.11,2.08,2.06,2.04,
SLV,El Salvador,sex,Boys Projection,Latin America and the Caribbean,Central America,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,12.68,,,,,,,,,,,,,,,,,28,30.43,,,,,,,,,,,,,,,,,2.04,1.99
SLV,El Salvador,sex,Girls,Latin America and the Caribbean,Central America,Child and adolescent (aged 5-19) nutrition status,6.33,6.73,7.13,7.52,7.91,8.29,8.67,9.05,9.44,9.82,10.21,10.6,11,11.4,11.8,12.2,12.6,,22.6,23.39,24.16,24.91,25.63,26.33,27.01,27.68,28.34,29,29.65,30.29,30.94,31.58,32.22,32.85,33.48,,1.45,1.4,1.36,1.33,1.3,1.27,1.25,1.23,1.21,1.19,1.18,1.17,1.16,1.16,1.15,1.15,1.16,
SLV,El Salvador,sex,Girls Projection,Latin America and the Caribbean,Central America,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,33.48,35.61,,,,,,,,,,,,,,,,,1.16,1.17
SOM,Somalia,sex,Boys,Africa,Eastern Africa,Child and adolescent (aged 5-19) nutrition status,0.44,0.49,0.55,0.61,0.67,0.74,0.82,0.91,1,1.09,1.2,1.31,1.44,1.57,1.72,1.88,2.06,,3.37,3.59,3.82,4.07,4.32,4.58,4.85,5.14,5.43,5.74,6.06,6.4,6.75,7.13,7.52,7.94,8.38,,10.84,10.68,10.52,10.37,10.22,10.07,9.93,9.79,9.65,9.52,9.39,9.26,9.13,9.01,8.89,8.78,8.68,
SOM,Somalia,sex,Boys Projection,Africa,Eastern Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,2.71,,,,,,,,,,,,,,,,,8.38,9.92,,,,,,,,,,,,,,,,,8.68,8.39
SOM,Somalia,sex,Girls,Africa,Eastern Africa,Child and adolescent (aged 5-19) nutrition status,1.14,1.25,1.37,1.49,1.62,1.75,1.9,2.05,2.21,2.38,2.55,2.74,2.93,3.13,3.35,3.57,3.81,,8.98,9.41,9.86,10.32,10.79,11.26,11.75,12.24,12.75,13.26,13.78,14.31,14.86,15.41,15.98,16.57,17.17,,5.11,5.05,4.98,4.91,4.84,4.78,4.72,4.67,4.61,4.56,4.52,4.47,4.43,4.39,4.36,4.33,4.3,
SOM,Somalia,sex,Girls Projection,Africa,Eastern Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,4.67,,,,,,,,,,,,,,,,,17.17,19.17,,,,,,,,,,,,,,,,,4.3,4.23
SRB,Serbia,sex,Boys,Europe,Southern Europe,Child and adolescent (aged 5-19) nutrition status,5.2,5.57,5.95,6.35,6.77,7.2,7.64,8.1,8.56,9.04,9.52,10.02,10.52,11.04,11.57,12.11,12.66,,18.15,18.94,19.75,20.57,21.43,22.3,23.19,24.09,25.01,25.94,26.89,27.84,28.81,29.79,30.78,31.78,32.79,,2.99,2.92,2.85,2.77,2.7,2.63,2.55,2.48,2.4,2.32,2.25,2.18,2.1,2.04,1.98,1.92,1.87,
SRB,Serbia,sex,Boys Projection,Europe,Southern Europe,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,14.45,,,,,,,,,,,,,,,,,32.79,35.92,,,,,,,,,,,,,,,,,1.87,1.73
SRB,Serbia,sex,Girls,Europe,Southern Europe,Child and adolescent (aged 5-19) nutrition status,2.55,2.74,2.95,3.17,3.41,3.66,3.91,4.18,4.46,4.75,5.05,5.36,5.69,6.03,6.38,6.75,7.13,,12.18,12.67,13.19,13.73,14.29,14.87,15.46,16.07,16.68,17.31,17.96,18.61,19.28,19.97,20.67,21.39,22.12,,2.92,2.86,2.8,2.75,2.69,2.64,2.59,2.54,2.49,2.45,2.41,2.37,2.33,2.29,2.26,2.23,2.21,
SRB,Serbia,sex,Girls Projection,Europe,Southern Europe,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,8.42,,,,,,,,,,,,,,,,,22.12,24.48,,,,,,,,,,,,,,,,,2.21,2.13
SSD,South Sudan,sex,Boys,Africa,Eastern Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSD,South Sudan,sex,Girls,Africa,Eastern Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP,Sao Tome and Principe,sex,Boys,Africa,Middle Africa,Child and adolescent (aged 5-19) nutrition status,0.72,0.8,0.88,0.98,1.08,1.18,1.3,1.42,1.55,1.68,1.83,1.98,2.14,2.3,2.48,2.67,2.87,,3.85,4.12,4.41,4.72,5.03,5.35,5.69,6.03,6.37,6.73,7.09,7.46,7.84,8.22,8.63,9.04,9.48,,12.21,11.95,11.68,11.41,11.14,10.85,10.57,10.29,10,9.73,9.46,9.19,8.94,8.7,8.48,8.27,8.07,
STP,Sao Tome and Principe,sex,Boys Projection,Africa,Middle Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,3.67,,,,,,,,,,,,,,,,,9.48,11.12,,,,,,,,,,,,,,,,,8.07,7.48
STP,Sao Tome and Principe,sex,Girls,Africa,Middle Africa,Child and adolescent (aged 5-19) nutrition status,1.52,1.65,1.78,1.91,2.05,2.19,2.34,2.48,2.63,2.77,2.91,3.06,3.21,3.36,3.52,3.68,3.85,,9.83,10.28,10.72,11.16,11.61,12.05,12.49,12.92,13.34,13.75,14.17,14.57,14.97,15.37,15.77,16.17,16.57,,4.1,3.98,3.85,3.73,3.61,3.49,3.37,3.26,3.16,3.06,2.97,2.88,2.8,2.73,2.67,2.61,2.56,
STP,Sao Tome and Principe,sex,Girls Projection,Africa,Middle Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,4.51,,,,,,,,,,,,,,,,,16.57,18.1,,,,,,,,,,,,,,,,,2.56,2.4
SUR,Suriname,sex,Boys,Latin America and the Caribbean,South America,Child and adolescent (aged 5-19) nutrition status,8.37,8.74,9.13,9.53,9.94,10.36,10.8,11.25,11.7,12.17,12.64,13.13,13.62,14.13,14.66,15.19,15.73,,21.06,21.68,22.33,22.98,23.64,24.32,25,25.68,26.37,27.06,27.77,28.49,29.21,29.95,30.7,31.46,32.24,,3.97,3.91,3.86,3.8,3.74,3.69,3.64,3.59,3.54,3.5,3.46,3.43,3.4,3.37,3.35,3.33,3.32,
SUR,Suriname,sex,Boys Projection,Latin America and the Caribbean,South America,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,17.39,,,,,,,,,,,,,,,,,32.24,34.58,,,,,,,,,,,,,,,,,3.32,3.3
SUR,Suriname,sex,Girls,Latin America and the Caribbean,South America,Child and adolescent (aged 5-19) nutrition status,7.47,7.74,8.01,8.29,8.58,8.86,9.15,9.44,9.73,10.03,10.33,10.64,10.95,11.28,11.61,11.96,12.32,,22.67,23.13,23.59,24.05,24.51,24.97,25.43,25.88,26.33,26.78,27.24,27.7,28.17,28.65,29.14,29.64,30.15,,3.3,3.3,3.3,3.3,3.31,3.32,3.34,3.36,3.39,3.42,3.46,3.5,3.54,3.59,3.65,3.71,3.77,
SUR,Suriname,sex,Girls Projection,Latin America and the Caribbean,South America,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,13.41,,,,,,,,,,,,,,,,,30.15,31.68,,,,,,,,,,,,,,,,,3.77,4
SVK,Slovakia,sex,Boys,Europe,Eastern Europe,Child and adolescent (aged 5-19) nutrition status,3.66,3.92,4.21,4.51,4.83,5.18,5.54,5.93,6.34,6.77,7.22,7.69,8.19,8.71,9.26,9.83,10.42,,15.21,15.77,16.36,16.97,17.62,18.3,19.01,19.76,20.54,21.35,22.19,23.06,23.96,24.89,25.85,26.83,27.84,,1.79,1.75,1.72,1.68,1.64,1.61,1.57,1.53,1.49,1.45,1.42,1.38,1.35,1.31,1.29,1.26,1.24,
SVK,Slovakia,sex,Boys Projection,Europe,Eastern Europe,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,12.28,,,,,,,,,,,,,,,,,27.84,30.86,,,,,,,,,,,,,,,,,1.24,1.19
SVK,Slovakia,sex,Girls,Europe,Eastern Europe,Child and adolescent (aged 5-19) nutrition status,2.01,2.15,2.29,2.45,2.63,2.81,3,3.21,3.42,3.65,3.9,4.15,4.42,4.71,5.02,5.34,5.69,,10.68,11.03,11.41,11.8,12.21,12.64,13.09,13.55,14.04,14.54,15.06,15.6,16.16,16.75,17.35,17.98,18.64,,1.51,1.49,1.46,1.43,1.4,1.38,1.35,1.33,1.31,1.29,1.27,1.25,1.23,1.22,1.21,1.2,1.2,
SVK,Slovakia,sex,Girls Projection,Europe,Eastern Europe,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,6.8,,,,,,,,,,,,,,,,,18.64,20.65,,,,,,,,,,,,,,,,,1.2,1.19
SVN,Slovenia,sex,Boys,Europe,Southern Europe,Child and adolescent (aged 5-19) nutrition status,4.37,4.66,4.95,5.27,5.59,5.93,6.28,6.64,7.02,7.4,7.8,8.21,8.65,9.1,9.57,10.06,10.57,,16.81,17.5,18.22,18.96,19.72,20.52,21.34,22.19,23.06,23.96,24.88,25.83,26.81,27.81,28.84,29.88,30.95,,2.57,2.5,2.43,2.36,2.29,2.21,2.13,2.05,1.96,1.88,1.8,1.72,1.64,1.57,1.5,1.43,1.37,
SVN,Slovenia,sex,Boys Projection,Europe,Southern Europe,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,12.16,,,,,,,,,,,,,,,,,30.95,34.1,,,,,,,,,,,,,,,,,1.37,1.23
SVN,Slovenia,sex,Girls,Europe,Southern Europe,Child and adolescent (aged 5-19) nutrition status,2.85,3.04,3.24,3.46,3.68,3.92,4.18,4.44,4.71,5,5.3,5.61,5.94,6.28,6.65,7.03,7.43,,12.84,13.33,13.85,14.38,14.94,15.52,16.12,16.74,17.38,18.03,18.71,19.4,20.12,20.86,21.62,22.4,23.19,,2.09,2.04,1.99,1.93,1.88,1.83,1.78,1.73,1.67,1.63,1.58,1.53,1.49,1.45,1.41,1.37,1.34,
SVN,Slovenia,sex,Girls Projection,Europe,Southern Europe,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,8.73,,,,,,,,,,,,,,,,,23.19,25.67,,,,,,,,,,,,,,,,,1.34,1.26
